,title,type
5499,cgi.parse_multipart is broken on 3.x,5
5500,Cannot unpickle classes derived from 'Exception',5
5501,Add File - Reload,6
5502,asynchat.async_chat.initiate_send : del deque[0] is not safe,1
5503,stdlib import mistaken for local by import_fixer,5
5504,Emphasize buffering issues when sys.stdin is used,6
5505,cgitb.py support for frozen images,6
5506,Enable os.startfile and webbrowser.WindowsDefault on Cygwin,6
5507,GCC detection for runtime_library_dirs when ccache is used,2
5508,Fatal Python error: Interpreter not initialized,5
5509,Broader iterable support for xmlrpclib,6
5510,termios.c in qnx4.25,5
5511,"RFC 2965 BaseCookie does not support ""$Port""",6
5512,Support spawnvp[e] + use native execvp[e] on win32,6
5513,HP-UX: _ctypes/libffi/src/ia64/ffi/__attribute__/native cc,2
5514,Python misbehaves when installed in / (patch attached),5
5515,doctest should have lib2to3 integration,6
5516,Add a PeriodicTimer to threading,6
5517,Newer reply format for imap commands in imaplib.py,6
5518,dict reentrant/threading request,6
5519,readline module - set/get quote delimiters,6
5520,ctypes callback fails when called in Python with array argument,5
5521,allow unicode arguments for robotparser.can_fetch,6
5522,"""if 0: return"" not raising SyntaxError",5
5523,Show clear error message on circular import,6
5524,detect_tkinter for cygwin,6
5525,post installer script's message is not shown to user with bdist_wininst,5
5526,Propagate define to resurce mingw32 compile,2
5527,Cygwin installer should create a link to libpythonX.Y.dll.a,5
5528,Modules are not deallocated correctly if m_size = -1,5
5529,urrlib2 digest authentication problems,5
5530,"get{pw,gr}{nam,[ug]id}() calls are not re-entrant",5
5531,Add support for Digest authentication session (reuse nonces),6
5532,normalize namespace from minidom,5
5533,Parameter list mismatches (portation problem),5
5534,deprecated conversion from string constant to char *,2
5535,minidom Level 1 DOM compliance,5
5536,Patch for [ 735515 ] urllib2 should cache 301 redir,6
5537,unicode_escape codec does not escape quotes,5
5538,Add error_log attribute to optparse.OptionParser,6
5540,Could BIND_FIRST be removed on HP-UX?,5
5541,compiler warnings,2
5542,tokenize: mishandles line joining,5
5543,Static library (libpythonX.Y.a) installed in incorrect location,5
5544,HP-UX: -lcurses missing for readline.so,5
5545,Tkinter lock conflicts extension widgets,6
5546,Patch for bug  1438185: os.renames deletes junction points,5
5547,API for excluding methods from unittest stack traces,6
5548,"mailbox module, two small fixes",5
5549,urllib2.HTTPDigestAuthHandler fails on third hostname?,5
5550,sha and md5 fixer,5
5551,Reworked Dialog.py,6
5552,socketmodule cleanups: allow the use of keywords in socket functions,6
5553,smtplib does not fully support IPv6 in EHLO,5
5554,Fix building with SWIG's -c++ option set in setup.py,5
5555,removeTest() method patch for unittest.TestSuite,6
5556,Write mode option for fileinput module.,6
5557,urllib.quote throws exception on Unicode URL,5
5558,"xml.dom.minidom does not escape CR, LF and TAB characters within attribute values",5
5559,gdb debugging support additions (Tools/gdb/libpython.py),6
5560,Two improvements for the locale aliasing engine,6
5561,python produces zombie in webbrowser.open,3
5562,EnvironmentError_str contributes to unportable code,6
5563,"Build errors when using LDFLAGS=""-Wl,--no-undefined""",2
5564,Improved serialization error logging in xmlrpclib,6
5566,ctypes: use_errno=True does not work,5
5567,xmlrpc can't do proxied HTTP,6
5569,pydoc.Helper.help() ignores input/output init parameters,5
5570,decimal.py: more format issues,5
5571,isinstance and weakref proxies.,6
5572,Make arg0 required argument in os.execl* functions,6
5573,SAX2 'property_encoding' feature not supported,6
5574,2to3 wont convert Cookie.Cookie properly,5
5577,have a way to ignore nonexisting locales in locale.setlocale,6
5578,Trivial mingw compile fixes,2
5579,argparse unittest tracebacks are confusing if an error is raised when not expected,5
5580,Allow passing DocTestRunner and DocTestCase in doctest,6
5581,"select.select() corner cases: duplicate fds, out-of-range fds",5
5582,python uninstaller leave registry entries,5
5583,atexit errors should result in nonzero exit code,5
5584,Locale-dependent exception for float width argument to Tkinter widget constructor,5
5585,unittest: display time used by each test case,6
5586,configure detects incorrect compiler optimization,2
5587,Add support for mingw,6
5588,Fixing several minor bugs in Tkinter.Canvas and one in Misc._configure,5
5589,expat binding for XML_ParserReset,6
5590,doctest.py should include method descriptors when looking inside a class __dict__,6
5591,"httplib code thinks it closes connection, but does not",5
5592,Consequences of using Py_TPFLAGS_HAVE_GC are incompletely explained,6
5593,tempfile.mkdtemp() does not return absolute pathname when relative dir is specified,5
5594,_Py_open does not work with O_CREAT,5
5595,Add inspect.locate and inspect.resolve,6
5596,test_minidom has many empty tests,6
5597,os.isdir() should contain skiplinks=False in arguments,6
5598,Allow mappings as globals (was: Fix dictionary subclass ...),6
5599,"list type and UserList do not call super in __init__ and therefore, they cannot be parents in a multiple inheritence scheme",5
5600,__code__. co_filename should always be an absolute path,5
5601,inspect.Signature: Add Signature.format method to match formatargspec functionality,6
5602,hasattr doesn't show private (double underscore) attributes exist,5
5603,Should posix functions that accept fd also accept objects with .fileno()?,6
5604,inspect.dir_static,6
5605,Validate callbacks in 'contextlib.ExitStack.callback()',6
5606,Inconsistency with uppercase file extensions in MimeTypes.guess_type,5
5607,show Python mimetypes module some love,5
5608,Work with an extra field of gzip and zip files,6
5609,xml.etree.ElementTree skips processing instructions when parsing,6
5610,Rename & explain sqlite3.Cursor.execute 'parameters'  param,5
5611,inspect.Signature could provide readable expressions for default values for builtins,6
5612,Add support for AUTH command to poplib,6
5613,Endianness not detected correctly due to AC_RUN_IFELSE macros,5
5615,Frame annotation,6
5616,Allow repeated deletion of unittest.mock.Mock attributes,5
5617,"C API docs need a clear ""defining custom extension types"" section",6
5618,"warnings module offers no documented, programmatic way to reset ""seen-warning"" flag",6
5619,pdb c(ont(inue)) optional one-time-only breakpoint (like perl debugger),6
5620,ElementTree: allow passing XMLPullParser instance into iterparse(),6
5621,distutils’ build_py fails when package string is unicode,5
5622,"inspect.getsource(), P302 loader and '<..>' filenames",5
5623,New-in-3.4 weakref finalizer doc section is already out of date.,5
5624,"We need a good replacement for direct use of load_module(), post-PEP 451",6
5625,API change in string formatting with :s option should be documented in What's New.,5
5626,Move eq.h out of stringlib,6
5627,email.feedparser regex duplicate,5
5628,Add documentation about line endings in email messages.,6
5629,Race condition in test_threaded_import.task()?,5
5630,test_imaplib test_linetoolong fails on 2.7 in SSL test on some buildbots,5
5631,circular reference in HTTPResponse by urllib2,3
5632,make pdb through separate terminal more convenient,6
5634,wrong behavior with fork and mmap,5
5635,stat cache for import bootstrap,7
5637,Tracing not disabled in generator when the system trace function returns None.,5
5638,Confusing error message when giving invalid quotechar in initializing csv dialect,5
5639,_GLOBAL_DEFAULT_TIMEOUT remains as an object() in HTTPConnection and the connection hangs,5
5640,shutil.which() should support bytes,6
5641,Pool.imap doesn't work as advertised,5
5642,configparser instances cannot be pretty printed,6
5643,Add new format of fixed length string for PyErr_Format,6
5645,Document round half to even rule for floats,5
5646,Python does not play well with 'stow'.,6
5647,ctypes.cast() creates circular reference in original object,3
5648,MacOSX: Tkinter build failure when building without command-line tools,2
5649,UTF-8 encoding not enforced,5
5650,python -m imports non-ASCII .py file without encoding declaration,5
5651,Deprecate portions or all of pkgutil module.,6
5653,Three argument type() super call sets __name__ but not __qualname__,5
5654,Use abc.ABC in the collections ABC,6
5655,test_multiprocessing dictionary changed size errors and hang,5
5656,Provide test coverage for filecmp.dircmp.report methods.,6
5657,function annotation for builtin and C function,6
5658,imageop: bug in error handler,1
5660,Correct __sizeof__ support for StringIO,5
5661,argparse: nargs could accept range of options count,6
5662,docs are missing info about module attributes,6
5663,Merge all (non-syntactic) import-related tests into test_importlib,6
5664,Add more exception related assertions to unittest,6
5665,XML version is ignored,5
5666,mingw find import library,6
5667,Doc: subprocess should warn uses on race conditions when multiple threads spawn child processes,5
5669,NNTP.post broken,5
5670,Setting image parameter of a button crashes with Cocoa Tk,1
5671,Add support for RTMP schemes to urlparse,6
5672,simple callback system for Py_FatalError,6
5673,os.closerange optimization,7
5674,Increased test coverage for filecmp.py,6
5676,Rename Py_SAFE_DOWNCAST,6
5678,TypeError during gdb backtracing,5
5679,distutils dereferences symlinks for zip but not for bztar/gztar target,5
5680,Tkinter is not working with Py_SetPath,2
5681,Abstract base class for hashlib,6
5682,Improve HTML documentation of a directory,6
5683,No API to get events from epoll without allocating a list,6
5685,nturl2path test coverage,6
5686,"""ImportError: dynamic module does not define init function"" when deleting and recreating .so files from different machines over NFS",5
5687,Clarify compile and eval interaction.,6
5688,itertools.tee improve documentation,6
5689,RUNSHARED needs LDFLAGS,2
5690,sysconfig variables introduced by PEP-3149 are currently undocumented,6
5691,Popen should raise ValueError if pass a string when shell=False or a list when shell=True,6
5692,AttributeError: 'NoneType' in http/client.py when using select when file descriptor is closed.,6
5693,Pure-Python ElementTree classes no longer available since 3.3,5
5695,Add ability to prefix posix semaphore names created by multiprocessing module,6
5696,Berkeley DB versions 4.4-4.9 are not discovered by setup.py,2
5697,Add Clang to distutils to build C/C++ extensions,6
5698,NNTP should accept bytestrings for username and password,5
5701,document that strptime() does not support the Feb 29 if the format does not contain the year,5
5703,"tutorial intro talks of ""shallow copy"" concept without explanation",6
5704,"platform._parse_release_file doesn't close the /etc/lsb-release file, doesn't know about 'Ubuntu'",5
